Customer|Name|Revision|Configurable|Name|Number|Revision|Description|Manufacturer|Name|Number|Revision|Description|ConfigurationOption|ConsolidatedReferences|CustomerPartNumber|Name|Value|Description|InternalPartNumber|IsSubAssembly|ItemNumber|Manufacturer|OptionCode|Package|PartLabel|PartRevision|PartType|Polarized|Quantity|Reference|RevisionMode|Socket|UnitOfIssue|
REI-CCA|117167-REV3-REI|3_2|no|C1210C106K5RACTU|C1210C106K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|71|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|KEMC1210C106K5RACTU|KEMC1210C106K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|72|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|KEMC1210C106K5RACTU.|KEMC1210C106K5RACTU.||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|73|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC-7800|C1210C226K3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|75|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC-7800|C1210C226K3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|75|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC-7800|C1210C226K3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|75|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC7800|C1210C226K3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|76|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC7800|C1210C226K3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|76|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC7800|C1210C226K3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|76|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RACTU|C1210C226K3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|77|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RACTU|C1210C226K3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|77|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RACTU|C1210C226K3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|77|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC-7800|C1210C226M3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|78|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC-7800|C1210C226M3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|78|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC-7800|C1210C226M3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|78|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC7800|C1210C226M3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|79|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC7800|C1210C226M3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|79|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RAC7800|C1210C226M3RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|79|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RACTU|C1210C226M3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|80|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RACTU|C1210C226M3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|80|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1210C226M3RACTU|C1210C226M3RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|80|Kemet|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CE TMK325 B7226MM-TR|CE TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|81|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CE TMK325 B7226MM-TR|CE TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|81|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CE TMK325 B7226MM-TR|CE TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|81|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TMK325 B7226MM-TR|TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|82|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TMK325 B7226MM-TR|TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|82|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TMK325 B7226MM-TR|TMK325 B7226MM-TR||PCBA,GPS EOS ROBUST|Taiyo Yuden||||||||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|82|Taiyo Yuden|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|GRM32ER71K475KE14L|GRM32ER71K475KE14L||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||CAP,4.7UF,80V,X7R,20%,CER,1210|GRM32ER71K475ME14L|no|83|Murata-Erie|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|GRM32ER71K475KE14L|GRM32ER71K475KE14L||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||CAP,4.7UF,80V,X7R,20%,CER,1210|GRM32ER71K475ME14L|no|83|Murata-Erie|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|GRM32ER71K475KE14L|GRM32ER71K475KE14L||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||CAP,4.7UF,80V,X7R,20%,CER,1210|GRM32ER71K475ME14L|no|83|Murata-Erie|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,16K2,1W,1%,+/-100PPM,THKF,2512|CRCW251216K2FKEG|no|84|Murata-Erie|||||Electronic||4||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,16K2,1W,1%,+/-100PPM,THKF,2512|CRCW251216K2FKEG|no|84|Murata-Erie|||||Electronic||4||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,16K2,1W,1%,+/-100PPM,THKF,2512|CRCW251216K2FKEG|no|84|Murata-Erie|||||Electronic||4||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,16K2,1W,1%,+/-100PPM,THKF,2512|CRCW251216K2FKEG|no|84|Murata-Erie|||||Electronic||4||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,1M00,1W,1%,+/-100PPM,THKF,2512|CRCW25121M00FKEG|no|85|Murata-Erie|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||RES,POT,10K0,1/4W,20%,1/1TURN,2.54MM,SMT|3314G-1-103E|no|86|Murata-Erie|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||FERRITE-BEAD,1KOHM,25%,100MHZ,400MA,0603|MMZ1608R102ATA00|no|87|Murata-Erie|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||FERRITE,BEAD,100-OHM,8A,100MHZ,1812,SMD|HI1812V101R-10|no|88|Murata-Erie|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||FERRITE,BEAD,100-OHM,8A,100MHZ,1812,SMD|HI1812V101R-10|no|88|Murata-Erie|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Murata-Erie||||||||||INDUCTOR,1UH,20%,100KHZ,2.2A,WW,1210|BRL3225T1R0M|no|89|Murata-Erie|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|ETQP4M100YFN|ETQP4M100YFN||PCBA,GPS EOS ROBUST|Panasonic||||||||||CHOKE,POWER,10UH,20%,100KHZ,4.5A,WW,SMT|ETQ-P4M100YFN|no|90|Panasonic|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Panasonic||||||||||INDUCTOR,PWR,22UH,20%,3.85A,100KHZ,WW|MSS1048-223MLC|no|91|Panasonic|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Panasonic||||||||||INDUCTOR,270UH,10%,1MHZ,65MA,WW,1210|LQH32MN271K23L|no|92|Panasonic|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|NL453232T-561J-PFMULT1|NL453232T-561J-PFMULT1||PCBA,GPS EOS ROBUST|TDK||||||||||INDUCTOR,560UH,5%,796KHZ,5%,50MA,1812|NL453232T-561J-PF|no|93|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP, AL, 100UF, 50V, 20%, SMD8X10|UUD1H101MNL1GS|no|94|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,120UF,10V,20%,ALUM-POLYMER,SMT|PCJ1A121MCL1GS|no|95|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,220UF,35V,ALUM,20%,SMT|UCL1V221MCL6GS|no|96|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,22UF,50V,20%,ALUM,6.3X5.8MM,SMT|UCD1H220MCL1GS|no|97|TDK|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,22UF,50V,20%,ALUM,6.3X5.8MM,SMT|UCD1H220MCL1GS|no|97|TDK|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|EEEFK1E471P|EEEFK1E471P||PCBA,GPS EOS ROBUST|Panasonic||||||||||CAP,ELECT,470UF,25V,FK,SMD|EEE-FK1E471P|no|98|Panasonic|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|815-ASE-1.843MLCT|815-ASE-1.843MLCT||PCBA,GPS EOS ROBUST|Abracon||||||||||OSCILLATOR,XO,1.8432MHZ,+/-50PPM,3.3V,SM|ASE-1.8432MHZ-LC-T|no|99|Abracon|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|815-ASFLMB-12-XY-T|815-ASFLMB-12-XY-T||PCBA,GPS EOS ROBUST|Abracon||||||||||OSCILLATOR,XO,12MHZ,+/-10PPM,15PF,4-QFN|ASFLMB-12.000MHZ-XY-T|no|100|Abracon|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||CRYSTAL,20MHZ,+/-20PPM,50-OHM,18PF,SMT|ABM7-20.000MHZ-D2Y-T|no|101|Abracon|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||IC,PROCESSOR-SUPERVISOR,3/3.3/5V,3PIN|MCP130T-475I/TT|no|102|Abracon|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||PROGRAMMABLE DEVICE,EOS,117167,U4|IREI-07-008-REV3|no|103|Abracon||||3|Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||TRANSISTOR,MOSFET,N-CH,60V,1.9A,SOT-23|SI2308BDS-T1-GE3|no|104|Abracon|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||TRANSISTOR,MOSFET,N-CH,60V,1.9A,SOT-23|SI2308BDS-T1-GE3|no|104|Abracon|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Abracon||||||||||TRANSISTOR,MOSFET,N-CH,60V,1.9A,SOT-23|SI2308BDS-T1-GE3|no|104|Abracon|||||Electronic||6||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|PS2505L-1-F3-A|PS2505L-1-F3-A||PCBA,GPS EOS ROBUST|Renesas||||||||||TRANSISTOR,OPTO,5KV,AC-IN/DC-OUT,4-PDIP|PS2505L-1-F3-A|no|105|Renesas|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|PS2505L-1-F3-A|PS2505L-1-F3-A||PCBA,GPS EOS ROBUST|Renesas||||||||||TRANSISTOR,OPTO,5KV,AC-IN/DC-OUT,4-PDIP|PS2505L-1-F3-A|no|105|Renesas|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|FPF2700MPX|FPF2700MPX||PCBA,GPS EOS ROBUST|On Semiconductor||||||||||IC,CURRENT-LIMIT,1-IN/1-OUT,2.8-36V,8MLP|FPF2700MPX|no|106|On Semiconductor|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|LT3065EDD#PBF|LT3065EDD#PBF||PCBA,GPS EOS ROBUST|Linear Technology||||||||||IC,LDO-REGULATOR,+0.6-40V,0.5A,10-DFN|LT3065EDD#TRPBF|no|107|Linear Technology|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|LT3065EDD/CTRPBF|LT3065EDD/CTRPBF||PCBA,GPS EOS ROBUST|Linear Technology||||||||||IC,LDO-REGULATOR,+0.6-40V,0.5A,10-DFN|LT3065EDD#TRPBF|no|108|Linear Technology|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||IC,SIG=NGLE-TANSMITTER/RECIEVER,8P-VSSOP|SN65HVD3082EDGKR|no|109|Linear Technology|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,N-CH,30V,0.27A,SC-70|NTS4001NT1G|no|110|Linear Technology|||||Electronic||9||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Linear Technology||||||||||TRANSISTOR,MOSFET,P-CH,20V,1.37A,3-SC-70|NTS4101PT1G|no|111|Linear Technology|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TPS54240DGQR|TPS54240DGQR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,DC/DC-CONVERTER,3.5-42V,S-DOWN,2.5A|TPS54240DGQ|no|112|Texas Instruments|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|OPA564AIDWPRMULT1|OPA564AIDWPRMULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,OP-AMP,SINGLE,+/-12/24V,20-HSOP|OPA564AIDWPR|no|113|Texas Instruments|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|AP7331-33WG-7MULT1|AP7331-33WG-7MULT1||PCBA,GPS EOS ROBUST|Diodes, Inc.||||||||||IC,LDO-REGULATOR,+3.3V,0.3A,5-SOT-25|AP7331-33WG-7|no|114|Diodes, Inc.|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SC16IS741AIPW|SC16IS741AIPW||PCBA,GPS EOS ROBUST|NXP Semiconductor||||||||||IC,UART,1CH,64BYTE,FIFO,2.5/3.3V,16TSSOP|SC16IS741AIPWJ|no|115|NXP Semiconductor|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SC16IS741AIPWJMULT1|SC16IS741AIPWJMULT1||PCBA,GPS EOS ROBUST|NXP Semiconductor||||||||||IC,UART,1CH,64BYTE,FIFO,2.5/3.3V,16TSSOP|SC16IS741AIPWJ|no|116|NXP Semiconductor|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SN74LVC1T45DCKR|SN74LVC1T45DCKR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATOR,6P-SC-70|74LVC1T45DCKR|no|117|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SN74LVC1T45DCKR|SN74LVC1T45DCKR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATOR,6P-SC-70|74LVC1T45DCKR|no|117|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SN74LVC1T45DCKRMULT1|SN74LVC1T45DCKRMULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATOR,6P-SC-70|74LVC1T45DCKR|no|118|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SN74LVC1T45DCKRMULT1|SN74LVC1T45DCKRMULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATOR,6P-SC-70|74LVC1T45DCKR|no|118|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TPS7A6633QDGNRQ1MULT1|TPS7A6633QDGNRQ1MULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,LSO-REGULATOR,+3.3V,0.15A,8P-HVSSOP|TPS7A6633QDGNRQ1|no|119|Texas Instruments|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TCA9406DCURMULT1|TCA9406DCURMULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATE,8-VFSOP|TCA9406DCUR|no|120|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TCA9406DCURMULT1|TCA9406DCURMULT1||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,VOLT-LEVEL-TRANSLATE,8-VFSOP|TCA9406DCUR|no|120|Texas Instruments|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||PROGRAMMABLE DEVICE,117167,U11,FLASH|IREI-07-009-NOREV|no|121|Texas Instruments||||-|Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|595-TPD1E10B06DPYR|595-TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|122|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|595-TPD1E10B06DPYR|595-TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|122|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|595-TPD1E10B06DPYR|595-TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|122|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TPD1E10B06DPYR|TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|123|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TPD1E10B06DPYR|TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|123|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|TPD1E10B06DPYR|TPD1E10B06DPYR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||ESD-SUPPRESSOR,TVS,5.5V,2PIN,SMT|TPD1E10B06|no|123|Texas Instruments|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|MAX202IPWR|MAX202IPWR||PCBA,GPS EOS ROBUST|Texas Instruments||||||||||IC,DUAL-TRANSMIT/RECEIVER,RS-232,16TSSOP|MAX202IPW|no|124|Texas Instruments|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|SM2400AMQEQY|SM2400AMQEQY||PCBA,GPS EOS ROBUST|Adesto Technologies||||||||||IC,NARROW,TRANSCEIVER,3.3V,64-LQFP|SM2400A-MQEQ-Y|no|125|Adesto Technologies|||||Electronic||1||UseSpecific||EA|
